id,n_images,explicit_mention,matched_terms,options_reference_figure,n_options_ref
MM-1346,1,True,figure,False,0
MM-1347,2,True,image;imaging;shown,False,0
MM-1348,1,True,arrow,False,0
MM-1349,1,True,image;scan;shown,False,0
MM-1350,1,True,image,False,0
MM-1351,1,True,figure;image;radiograph;shown,False,0
MM-1352,6,True,figure;radiograph;shown;the following,True,5
MM-1353,1,True,shown,False,0
MM-1354,2,True,image;shown,False,0
MM-1355,1,False,,False,0
MM-1356,1,True,depicted;figure;the following,False,0
MM-1357,1,True,image,False,0
MM-1358,1,True,the following,False,0
MM-1359,1,False,,False,0
MM-1360,1,True,depicted;figure;the following,False,0
MM-1361,1,True,radiograph,False,0
MM-1362,1,True,figure;shown,False,0
MM-1363,1,True,figure;radiograph,False,0
MM-1364,1,True,figure;shown,False,0
MM-1365,1,False,,False,0
MM-1366,6,True,figure;shown,True,5
MM-1367,1,True,image,False,0
MM-1368,1,False,,False,0
MM-1369,5,True,figure,True,5
MM-1370,1,True,figure;shown,False,0
MM-1371,1,True,arrow;the following,False,0
MM-1372,1,True,graph;shown;the following,False,0
MM-1373,1,True,figure;radiograph,False,0
MM-1374,1,True,figure;radiograph,False,0
MM-1375,1,True,figure;shown,False,0
MM-1376,2,True,figure;radiograph;shown,False,0
MM-1377,1,True,figure,False,0
MM-1378,1,False,,False,0
MM-1379,1,True,figure;radiograph;shown,False,0
MM-1380,1,True,figure;image,False,0
MM-1381,1,False,,False,0
MM-1382,1,True,figure;shown;the following,False,0
MM-1383,2,False,,False,0
MM-1384,1,True,figure;imaging;shown;the following,False,0
MM-1385,1,True,pictured,False,0
MM-1386,1,True,figure;scan;shown,False,0
MM-1387,2,True,depicted;figure;radiograph;the following,False,0
MM-1388,1,False,,False,0
MM-1389,5,True,figure;the following,True,5
MM-1390,1,False,,False,0
MM-1391,1,True,figure;scan;shown,False,0
MM-1392,1,False,,False,0
MM-1393,1,True,image,False,0
MM-1394,5,True,figure;image;radiograph,True,5
MM-1395,1,True,figure;shown;the following,False,0
MM-1396,1,False,,False,0
MM-1397,2,True,figure;photograph;radiograph,False,0
MM-1398,1,True,image;radiograph;shown;the following,False,0
MM-1399,5,True,as seen;figure;radiograph;shown,False,0
MM-1400,1,True,shown;the following,False,0
MM-1401,1,True,figure;shown;the following;tracing,False,0
MM-1402,1,True,figure,False,0
MM-1403,1,True,figure,False,0
MM-1404,1,True,figure;shown,False,0
MM-1405,1,False,,False,0
MM-1406,1,True,scan,False,0
MM-1407,1,True,arrow;shown,False,0
MM-1408,1,True,figure;radiograph;scan;shown,False,0
MM-1409,1,False,,False,0
MM-1410,1,True,radiograph,False,0
MM-1411,1,False,,False,0
MM-1412,2,True,image;the following,False,0
MM-1413,2,True,image;imaging;shown,False,0
MM-1414,2,True,figure;radiograph;the following,False,0
MM-1415,1,True,figure;radiograph;the following,False,0
MM-1416,1,False,,False,0
MM-1417,1,True,image;shown,False,0
MM-1418,1,True,figure;shown,False,0
MM-1419,1,False,,False,0
MM-1420,1,False,,False,0
MM-1421,1,True,shown;the following,False,0
MM-1422,1,True,image;the following,False,0
MM-1423,1,True,figure;shown,False,0
MM-1424,1,True,radiograph,False,0
MM-1425,1,False,,False,0
MM-1426,1,True,the following,False,0
MM-1427,1,False,,False,0
MM-1428,1,True,figure;shown,False,0
MM-1429,1,False,,False,0
MM-1430,1,True,figure;shown,False,0
MM-1431,2,True,figure;image;radiograph;the following,False,0
MM-1432,1,False,,False,0
MM-1433,1,True,figure;radiograph;shown,False,0
MM-1434,1,True,image;the following,False,0
MM-1435,1,True,figure,False,0
MM-1436,1,True,photograph,False,0
MM-1437,1,True,imaging,False,0
MM-1438,1,True,figure;shown,False,0
MM-1439,1,True,figure,False,0
MM-1440,1,True,figure;shown;tracing,False,0
MM-1441,1,False,,False,0
MM-1442,1,True,the following,False,0
MM-1443,1,True,depicted;figure,False,0
MM-1444,1,True,the following,False,0
MM-1445,1,True,figure;image;shown;the following,False,0
MM-1446,1,False,,False,0
MM-1447,1,True,figure;radiograph,False,0
MM-1448,1,True,figure;radiograph;shown,False,0
MM-1449,1,True,figure;shown;the following,False,0
MM-1450,1,True,figure;radiograph,False,0
MM-1451,1,False,,False,0
MM-1452,1,True,shown;the following,False,0
MM-1453,1,True,image;shown;the following,False,0
MM-1454,1,False,,False,0
MM-1455,1,False,,False,0
MM-1456,1,False,,False,0
MM-1457,1,True,figure;the following,False,0
MM-1458,1,True,scan,False,0
MM-1459,5,True,figure;radiograph;the following,True,5
MM-1460,1,True,figure;radiograph;shown;the following,False,0
MM-1461,1,True,figure;shown;the following,False,0
MM-1462,1,True,shown;the following,False,0
MM-1463,1,True,figure;radiograph;shown,False,0
MM-1464,1,True,figure;scan;shown,False,0
MM-1465,1,True,scan,False,0
MM-1466,1,True,panel;scan,False,0
MM-1467,1,True,figure;shown;tracing,False,0
MM-1468,1,True,figure;image,False,0
MM-1469,1,False,,False,0
MM-1470,1,True,figure;radiograph,False,0
MM-1471,1,True,image;scan,False,0
MM-1472,1,True,the following,False,0
MM-1473,2,True,figure;photograph;shown;the following,False,0
MM-1474,1,True,the following,False,0
MM-1475,1,False,,False,0
MM-1476,1,True,figure;scan;shown,False,0
MM-1477,1,True,depicted;image,False,0
MM-1478,1,True,shown;the following,False,0
MM-1479,1,True,scan,False,0
MM-1480,1,True,figure;shown;the following,False,0
MM-1481,1,False,,False,0
MM-1482,1,True,figure,False,0
MM-1483,3,True,figure;radiograph;shown,False,0
MM-1484,2,True,figure;shown,False,0
MM-1485,1,True,graph;the following,False,0
MM-1486,2,True,depicted;figure;shown,False,0
MM-1487,1,True,image,False,0
MM-1488,1,True,the following,False,0
MM-1489,1,False,,False,0
MM-1490,1,True,figure;tracing,False,0
MM-1491,5,True,figure;imaging;radiograph,False,0
MM-1492,1,False,,False,0
MM-1493,1,False,,False,0
MM-1494,1,True,image,False,0
MM-1495,1,True,depicted;figure;the following,False,0
MM-1496,1,True,figure;radiograph,False,0
MM-1497,1,True,figure;shown,False,0
MM-1498,1,False,,False,0
MM-1499,3,True,figure;radiograph;the following,False,0
MM-1500,1,False,,False,0
MM-1501,1,True,figure;radiograph;shown,False,0
MM-1502,3,True,figure;radiograph;shown,False,0
MM-1503,1,True,figure;scan;shown;the following,False,0
MM-1504,5,True,figure;the following,True,5
MM-1505,1,True,scan;the following,False,0
MM-1506,1,True,scan;shown,False,0
MM-1507,1,True,figure;the following,False,0
MM-1508,1,False,,False,0
MM-1509,5,True,figure;the following,True,5
MM-1510,1,True,arrow;radiograph,False,0
MM-1511,1,True,image;radiograph;shown;the following,False,0
MM-1512,1,True,radiograph,False,0
MM-1513,1,False,,False,0
MM-1514,1,True,shown;the following,False,0
MM-1515,1,True,figure;shown,False,0
MM-1516,1,True,figure;radiograph;shown,False,0
MM-1517,6,True,figure;radiograph;shown;the following,True,5
MM-1518,1,True,figure;radiograph,False,0
MM-1519,1,True,shown,False,0
MM-1520,1,True,depicted,False,0
MM-1521,1,True,figure;shown,False,0
MM-1522,1,True,figure;scan;shown,False,0
MM-1523,1,True,figure;radiograph,False,0
MM-1524,2,True,figure;radiograph;shown,False,0
MM-1525,1,False,,False,0
MM-1526,1,False,,False,0
MM-1527,2,True,imaging,False,0
MM-1528,1,True,image;shown;the following,False,0
MM-1529,1,True,image;shown,False,0
MM-1530,1,False,,False,0
MM-1531,2,True,figure;shown;the following,False,0
MM-1532,1,True,arrow;image,False,0
MM-1533,2,True,figure;image;radiograph;shown,False,0
MM-1534,1,True,figure;scan;shown,False,0
MM-1535,1,False,,False,0
MM-1536,1,True,figure;shown,False,0
MM-1537,1,True,image,False,0
MM-1538,1,False,,False,0
MM-1539,1,True,figure;radiograph;shown,False,0
MM-1540,2,True,figure;image;imaging;scan,False,0
MM-1541,2,True,depicted;figure;shown,False,0
MM-1542,1,True,figure;shown,False,0
MM-1543,1,True,radiograph;scan,False,0
MM-1544,1,True,image;radiograph,False,0
MM-1545,1,False,,False,0
MM-1546,1,True,figure;shown,False,0
MM-1547,1,False,,False,0
MM-1548,1,True,figure;shown;the following,False,0
MM-1549,1,True,arrow;image;imaging,False,0
MM-1550,1,True,image;radiograph;shown,True,1
MM-1551,1,True,the following,False,0
MM-1552,2,True,image,False,0
MM-1553,1,True,depicted;image,False,0
MM-1554,1,True,figure;radiograph,False,0
MM-1555,3,True,figure;illustrated;shown,False,0
MM-1556,1,True,image;shown;the following,False,0
MM-1557,1,True,image;shown,False,0
MM-1558,2,True,figure;shown,False,0
MM-1559,1,True,figure;image;shown;the following,False,0
MM-1560,1,True,radiograph,False,0
MM-1561,1,False,,False,0
MM-1562,1,False,,False,0
MM-1563,3,True,image,False,0
MM-1564,1,True,image,False,0
MM-1565,1,True,figure;scan;shown;the following,False,0
MM-1566,1,True,figure;image;shown;the following,False,0
MM-1567,5,True,figure;image;photograph,True,5
MM-1568,1,True,depicted;image;the following,False,0
MM-1569,1,True,figure;scan;shown,False,0
MM-1570,1,False,,False,0
MM-1571,1,False,,False,0
MM-1572,1,True,figure;shown,False,0
MM-1573,1,True,depicted;figure,False,0
MM-1574,1,True,scan,False,0
MM-1575,1,True,figure;radiograph;shown,False,0
MM-1576,1,True,figure;shown,False,0
MM-1577,1,True,figure;shown,False,0
MM-1578,1,True,figure;shown,False,0
MM-1579,1,True,figure;shown,False,0
MM-1580,1,True,figure;radiograph,False,0
MM-1581,1,False,,False,0
MM-1582,5,True,depicted;figure,True,5
MM-1583,1,True,figure;imaging;radiograph,False,0
MM-1584,1,False,,False,0
MM-1585,3,True,figure;radiograph;shown;the following,False,0
MM-1586,1,True,image;shown;the following,False,0
MM-1587,2,True,figure;radiograph;shown,False,0
MM-1588,2,True,figure;the following,False,0
MM-1589,2,True,arrow;figure;radiograph;the following,False,0
MM-1590,1,True,figure,False,0
MM-1591,2,True,figure;shown;the following,False,0
MM-1592,3,True,figure;image;imaging;radiograph;the following,False,0
MM-1593,1,True,figure;the following,False,0
MM-1594,1,True,depicted;figure;the following,False,0
MM-1595,1,True,image;shown;the following,False,0
MM-1596,1,True,depicted;figure;the following,False,0
MM-1597,1,True,image;shown;the following,False,0
MM-1598,1,True,figure,False,0
MM-1599,1,True,image;the following,False,0
MM-1600,1,True,image;shown;the following,False,0
MM-1601,1,True,the following,False,0
MM-1602,1,True,figure;shown,False,0
MM-1603,5,True,figure;shown,True,5
MM-1604,1,True,image;the following,False,0
MM-1605,2,True,figure;imaging;radiograph;scan;the following,False,0
MM-1606,1,True,figure,False,0
MM-1607,2,True,image;shown,False,0
MM-1608,1,True,image;scan,False,0
MM-1609,1,True,figure,False,0
MM-1610,1,True,the following,False,0
MM-1611,1,False,,False,0
MM-1612,1,False,,False,0
MM-1613,1,True,image,False,0
MM-1614,1,True,figure,False,0
MM-1615,1,True,image;the following,False,0
MM-1616,1,True,figure;shown;the following,False,0
MM-1617,1,True,figure;shown;the following,False,0
MM-1618,1,True,figure;radiograph;shown,False,0
MM-1619,1,True,figure;radiograph;shown,False,0
MM-1620,1,True,imaging;the following,False,0
MM-1621,1,False,,False,0
MM-1622,1,True,figure,False,0
MM-1623,5,True,figure;shown;the following,True,5
MM-1624,2,True,shown,False,0
MM-1625,1,False,,False,0
MM-1626,1,True,figure;radiograph;shown,False,0
MM-1627,1,False,,False,0
MM-1628,1,True,figure;shown,False,0
MM-1629,1,True,figure;shown,False,0
MM-1630,2,True,image;the following,False,0
MM-1631,1,True,arrow;the following,False,0
MM-1632,1,True,figure;scan;shown,False,0
MM-1633,1,True,figure;shown,False,0
MM-1634,1,True,the following,False,0
MM-1635,1,True,shown;tracing,False,0
MM-1636,1,True,figure;scan;the following,False,0
MM-1637,1,False,,False,0
MM-1638,1,True,the following,False,0
MM-1639,1,True,figure;shown,False,0
MM-1640,1,True,shown;the following,False,0
MM-1641,1,True,image;shown,False,0
MM-1642,6,True,figure;imaging;shown,True,5
MM-1643,5,True,figure;image,True,5
MM-1644,1,True,scan,False,0
MM-1645,1,True,image,False,0
MM-1646,1,True,imaging,False,0
MM-1647,1,True,radiograph;shown;the following,False,0
MM-1648,5,False,,False,0
MM-1649,1,True,depicted;figure,False,0
MM-1650,1,False,,False,0
MM-1651,1,True,image;shown,False,0
MM-1652,1,True,micrograph,False,0
MM-1653,2,True,figure;radiograph;shown,False,0
MM-1654,1,True,image;shown,False,0
MM-1655,1,True,figure;shown,False,0
MM-1656,1,True,figure,False,0
MM-1657,1,False,,False,0
MM-1658,2,True,figure;radiograph,False,0
MM-1659,1,True,shown,False,0
MM-1660,1,True,figure;radiograph;shown,False,0
MM-1661,3,True,figure;image;radiograph;scan,False,0
MM-1662,1,True,the following,False,0
MM-1663,1,False,,False,0
MM-1664,1,True,figure;shown,False,0
MM-1665,1,True,figure;radiograph;shown,False,0
MM-1666,1,False,,False,0
MM-1667,1,True,image;radiograph,False,0
MM-1668,1,True,the following,False,0
MM-1669,1,True,arrow,False,0
MM-1670,4,True,figure;radiograph,False,0
MM-1671,1,True,micrograph,False,0
MM-1672,2,True,image;shown,False,0
MM-1673,1,True,figure;shown,False,0
MM-1674,6,True,figure;illustrated;radiograph,True,5
MM-1675,1,True,depicted;figure,False,0
MM-1676,1,True,image,False,0
MM-1677,1,False,,False,0
MM-1678,1,True,figure;panel;shown,True,1
MM-1679,1,True,figure;imaging;radiograph,False,0
MM-1680,4,True,figure;image;radiograph;shown,False,0
MM-1681,1,True,shown,False,0
MM-1682,2,True,figure;imaging;radiograph;scan;shown,False,0
MM-1683,1,True,depicted;figure,False,0
MM-1684,1,True,the following,False,0
MM-1685,1,True,scan,False,0
MM-1686,1,True,figure;scan;shown,False,0
MM-1687,2,True,depicted;figure,True,1
MM-1688,1,False,,False,0
MM-1689,1,True,the following,False,0
MM-1690,2,True,image;imaging;the following,False,0
MM-1691,2,True,figure;shown,False,0
MM-1692,1,True,image;scan,False,0
MM-1693,1,True,figure,False,0
MM-1694,2,True,figure;radiograph;shown;the following,False,0
MM-1695,4,True,image,False,0
MM-1696,1,True,figure;imaging;the following,False,0
MM-1697,1,False,,False,0
MM-1698,1,True,figure;radiograph;the following,False,0
MM-1699,1,True,figure;radiograph;shown;the following,False,0
MM-1700,5,True,figure;shown,True,5
MM-1701,1,True,figure;radiograph;shown,False,0
MM-1702,1,True,figure;imaging;radiograph;the following,False,0
MM-1703,1,True,image,False,0
MM-1704,1,False,,False,0
MM-1705,1,True,figure;the following,False,0
MM-1706,1,True,image;shown,False,0
MM-1707,1,True,image,False,0
MM-1708,2,True,depicted;figure,False,0
MM-1709,1,True,scan,False,0
MM-1710,5,True,image;radiograph,True,5
MM-1711,1,True,as seen;figure,False,0
MM-1712,1,True,illustrated;image;shown,False,0
MM-1713,3,True,shown,False,0
MM-1714,1,False,,False,0
MM-1715,1,True,figure;shown,False,0
MM-1716,1,True,figure;shown,False,0
MM-1717,1,False,,False,0
MM-1718,1,True,depicted;figure,False,0
MM-1719,1,True,arrow;image;the following,False,0
MM-1720,1,False,,False,0
MM-1721,1,True,image;shown,False,0
MM-1722,1,True,figure;shown,False,0
MM-1723,1,True,figure;shown,False,0
MM-1724,1,True,figure;shown;the following,False,0
MM-1725,2,True,radiograph,False,0
MM-1726,1,True,figure;the following,False,0
MM-1727,1,True,figure;shown,False,0
MM-1728,1,True,the following,False,0
MM-1729,1,False,,False,0
MM-1730,2,True,figure;shown,False,0
MM-1731,1,False,,False,0
MM-1732,1,True,figure;shown,False,0
MM-1733,1,True,figure;shown,False,0
MM-1734,1,True,figure;the following,False,0
MM-1735,6,True,figure;image;radiograph;shown,True,5
MM-1736,1,True,radiograph;the following,False,0
MM-1737,3,True,image,False,0
MM-1738,1,False,,False,0
MM-1739,1,True,figure;shown,False,0
MM-1740,1,True,figure;radiograph;shown,False,0
MM-1741,3,True,figure;imaging;radiograph;scan;the following,False,0
MM-1742,1,True,figure,False,0
MM-1743,1,True,the following,False,0
MM-1744,2,True,figure;shown;the following,False,0
MM-1745,1,True,imaging;scan,False,0
MM-1746,1,True,imaging;radiograph;scan,False,0
MM-1747,1,True,figure,False,0
MM-1748,1,True,figure;shown;the following,False,0
MM-1749,1,True,figure;scan;shown,False,0
MM-1750,1,True,image,False,0
MM-1751,5,True,figure;the following,True,5
MM-1752,1,True,radiograph;shown,False,0
MM-1753,1,True,image;radiograph,False,0
MM-1754,1,False,,False,0
MM-1755,1,False,,False,0
MM-1756,1,True,image;shown;the following,False,0
MM-1757,1,True,image;shown,False,0
MM-1758,1,False,,False,0
MM-1759,1,False,,False,0
MM-1760,2,True,figure;shown,False,0
MM-1761,1,False,,False,0
MM-1762,1,True,figure;scan,False,0
MM-1763,1,True,figure;radiograph,False,0
MM-1764,1,False,,False,0
MM-1765,1,True,arrow,False,0
MM-1766,1,False,,False,0
MM-1767,1,True,image;shown,False,0
MM-1768,1,False,,False,0
MM-1769,1,True,the following,False,0
MM-1770,1,True,figure;shown;the following,False,0
MM-1771,1,True,figure,False,0
MM-1772,1,True,image;radiograph;the following,False,0
MM-1773,1,True,depicted;figure,False,0
MM-1774,1,True,scan;shown,False,0
MM-1775,1,True,figure;the following,False,0
MM-1776,2,True,figure;shown;tracing,False,0
MM-1777,3,False,,False,0
MM-1778,1,True,imaging;micrograph;radiograph,False,0
MM-1779,1,False,,False,0
MM-1780,1,False,,False,0
MM-1781,1,True,the following,False,0
MM-1782,1,True,image,False,0
MM-1783,5,True,figure;radiograph;the following,True,5
MM-1784,1,False,,False,0
MM-1785,1,True,figure;shown,False,0
MM-1786,2,True,figure;radiograph,False,0
MM-1787,1,False,,False,0
MM-1788,1,True,depicted;image,False,0
MM-1789,1,True,image;the following,False,0
MM-1790,1,True,figure;shown,False,0
MM-1791,1,True,image,False,0
MM-1792,1,False,,False,0
MM-1793,1,True,figure,False,0
MM-1794,1,True,imaging;scan,False,0
MM-1795,1,True,the following,False,0
MM-1796,2,True,image;shown;the following,False,0
MM-1797,1,True,image;shown;the following,False,0
MM-1798,1,True,figure;the following,False,0
MM-1799,1,True,figure;imaging,False,0
MM-1800,2,True,figure;radiograph;shown;the following,False,0
MM-1801,1,True,figure,False,0
MM-1802,1,True,arrow;radiograph;shown,False,0
MM-1803,1,True,the following,False,0
MM-1804,5,True,figure;radiograph;the following,True,5
MM-1805,1,True,arrow;image,False,0
MM-1806,1,False,,False,0
MM-1807,1,False,,False,0
MM-1808,1,True,figure,False,0
MM-1809,5,True,figure;image;radiograph;shown,True,5
MM-1810,1,True,image;shown,False,0
MM-1811,2,True,imaging;radiograph;scan,False,0
MM-1812,1,False,,False,0
MM-1813,1,True,radiograph,False,0
MM-1814,1,True,image,False,0
MM-1815,1,True,the following,False,0
MM-1816,1,True,radiograph,False,0
MM-1817,1,True,figure;shown,False,0
MM-1818,1,True,figure;shown,False,0
MM-1819,1,True,figure;radiograph;the following,False,0
MM-1820,1,False,,False,0
MM-1821,2,True,graph;the following,False,0
MM-1822,1,True,radiograph,False,0
MM-1823,1,True,figure;radiograph;the following,False,0
MM-1824,1,True,the following,False,0
MM-1825,1,True,figure;scan;shown,False,0
MM-1826,1,False,,False,0
MM-1827,1,True,figure;shown;the following,False,0
MM-1828,1,True,figure;image;shown,False,0
MM-1829,2,True,figure,False,0
MM-1830,2,True,image;imaging;the following,False,0
MM-1831,1,True,the following,False,0
MM-1832,1,True,shown;the following,False,0
MM-1833,1,True,arrow;image;radiograph,False,0
MM-1834,1,False,,False,0
MM-1835,1,True,imaging,False,0
MM-1836,1,True,the following,False,0
MM-1837,2,True,figure;radiograph;scan;the following,False,0
MM-1838,1,False,,False,0
MM-1839,1,True,scan;shown,False,0
MM-1840,1,True,figure;radiograph;shown;the following,False,0
MM-1841,2,True,depicted;figure,False,0
MM-1842,1,False,,False,0
MM-1843,2,True,figure;radiograph,False,0
MM-1844,1,True,figure;scan,False,0
MM-1845,1,False,,False,0
MM-1846,1,True,as seen;figure;radiograph;the following,False,0
MM-1847,1,True,arrow;image,True,5
MM-1848,1,False,,False,0
MM-1849,2,True,image,False,0
MM-1850,1,True,figure;shown,False,0
MM-1851,1,False,,False,0
MM-1852,1,True,figure;photograph;shown,False,0
MM-1853,1,True,figure,False,0
MM-1854,1,True,figure;the following,False,0
MM-1855,5,True,figure;image,True,5
MM-1856,1,False,,False,0
MM-1857,2,True,figure;shown;the following,False,0
MM-1858,1,True,shown,False,0
MM-1859,5,True,figure;shown,True,5
MM-1860,1,True,figure;imaging;shown;the following,False,0
MM-1861,1,True,figure;shown;the following,False,0
MM-1862,1,True,the following,False,0
MM-1863,1,False,,False,0
MM-1864,2,True,figure;shown;the following,False,0
MM-1865,1,True,figure,False,0
MM-1866,1,True,image,False,0
MM-1867,2,True,figure;the following,False,0
MM-1868,1,True,figure;image;shown,False,0
MM-1869,1,True,figure,False,0
MM-1870,1,True,scan;shown,False,0
MM-1871,1,False,,False,0
MM-1872,1,True,scan,False,0
MM-1873,1,True,figure;shown,False,0
MM-1874,1,False,,False,0
MM-1875,2,True,image,False,0
MM-1876,1,False,,False,0
MM-1877,1,True,shown,False,0
MM-1878,1,True,figure;scan;shown;the following,False,0
MM-1879,2,True,figure;shown,False,0
MM-1880,1,True,figure,False,0
MM-1881,5,True,figure;illustrated,True,5
MM-1882,6,True,figure;image;the following,True,5
MM-1883,1,True,figure;radiograph;scan;shown,False,0
MM-1884,1,True,figure;shown;tracing,False,0
MM-1885,1,False,,False,0
MM-1886,1,True,figure;radiograph;the following,False,0
MM-1887,1,True,figure;the following,False,0
MM-1888,1,True,imaging;scan;the following,False,0
MM-1889,2,True,image;radiograph;the following,False,0
MM-1890,1,True,figure;the following,False,0
MM-1891,1,True,depicted;figure;the following,False,0
MM-1892,2,True,figure;radiograph;shown,False,0
MM-1893,1,True,figure;image;radiograph;scan;shown,False,0
MM-1894,1,True,image;shown;the following,False,0
MM-1895,2,True,arrow;figure;imaging;radiograph;scan;shown,False,0
MM-1896,5,True,figure;image;the following,True,5
MM-1897,1,True,figure;the following,False,0
MM-1898,1,True,figure;shown,False,0
MM-1899,5,True,figure,True,5
MM-1900,1,True,figure;scan;shown,False,0
MM-1901,1,True,image;slide;the following,False,0
MM-1902,1,False,,False,0
MM-1903,1,True,figure;shown,False,0
MM-1904,1,True,depicted;image,False,0
MM-1905,1,True,shown,False,0
MM-1906,1,True,figure;radiograph;shown,False,0
MM-1907,1,True,figure;the following,False,0
MM-1908,1,True,image;the following,False,0
MM-1909,1,True,the following,False,0
MM-1910,1,True,depicted;image;scan,False,0
MM-1911,1,False,,False,0
MM-1912,1,True,the following,False,0
MM-1913,1,True,the following,False,0
MM-1914,1,True,scan;shown,False,0
MM-1915,5,True,figure,True,5
MM-1916,3,False,,False,0
MM-1917,1,True,figure,False,0
MM-1918,5,True,figure;illustrated;radiograph,False,0
MM-1919,1,True,the following,False,0
MM-1920,1,True,image;shown,False,0
MM-1921,1,True,figure,False,0
MM-1922,1,True,figure;shown,False,0
MM-1923,1,True,depicted;figure;the following,False,0
MM-1924,1,True,scan;shown,False,0
MM-1925,1,False,,False,0
MM-1926,1,False,,False,0
MM-1927,1,True,figure;radiograph;shown,False,0
MM-1928,5,True,figure;the following,True,5
MM-1929,1,True,scan,False,0
MM-1930,1,True,figure;shown,False,0
MM-1931,1,True,tracing,False,0
MM-1932,1,False,,False,0
MM-1933,1,False,,False,0
MM-1934,1,False,,False,0
MM-1935,1,True,figure;shown,False,0
MM-1936,1,True,image;shown;the following,False,0
MM-1937,1,True,figure,False,0
MM-1938,2,False,,False,0
MM-1939,1,True,radiograph;the following,False,0
MM-1940,1,False,,False,0
MM-1941,1,True,figure;radiograph;shown,False,0
MM-1942,6,True,figure;radiograph;shown;the following,True,5
MM-1943,1,False,,False,0
MM-1944,1,True,the following,False,0
MM-1945,1,True,image;shown;slide;the following,True,1
MM-1946,1,True,micrograph,False,0
MM-1947,1,True,graph;shown,False,0
MM-1948,1,True,image;scan;shown;the following,False,0
MM-1949,1,False,,False,0
MM-1950,1,True,radiograph;scan;the following,False,0
MM-1951,2,True,image;shown,False,0
MM-1952,1,True,figure,False,0
MM-1953,1,True,figure;shown,False,0
MM-1954,1,False,,False,0
MM-1955,1,False,,False,0
MM-1956,3,True,figure;radiograph;shown,False,0
MM-1957,4,True,image;radiograph,False,0
MM-1958,1,False,,False,0
MM-1959,1,False,,False,0
MM-1960,2,False,,False,0
MM-1961,1,True,the following,False,0
MM-1962,1,False,,False,0
MM-1963,1,False,,False,0
MM-1964,1,True,figure;radiograph,False,0
MM-1965,1,True,figure;shown,False,0
MM-1966,1,True,figure;radiograph,False,0
MM-1967,2,True,figure;radiograph,False,0
MM-1968,1,True,figure;radiograph;scan;shown,False,0
MM-1969,1,True,radiograph,False,0
MM-1970,1,True,figure;shown,False,0
MM-1971,3,True,figure;photograph;radiograph;shown,False,0
MM-1972,2,False,,False,0
MM-1973,1,True,figure;radiograph;shown;the following,False,0
MM-1974,2,True,figure;shown,False,0
MM-1975,1,True,the following,False,0
MM-1976,1,True,figure;image,False,0
MM-1977,1,False,,False,0
MM-1978,1,True,figure;shown,False,0
MM-1979,1,True,figure;the following,False,0
MM-1980,1,True,image;radiograph;shown;the following,False,0
MM-1981,1,True,figure,True,1
MM-1982,3,False,,False,0
MM-1983,3,True,figure;radiograph;scan,False,0
MM-1984,1,True,figure;shown,False,0
MM-1985,1,True,image;shown;the following,False,0
MM-1986,1,True,the following,False,0
MM-1987,1,True,the following,False,0
MM-1988,1,True,arrow,False,0
MM-1989,1,True,figure;radiograph;shown,False,0
MM-1990,1,True,image;shown,False,0
MM-1991,2,False,,False,0
MM-1992,1,True,depicted;figure,False,0
MM-1993,1,True,figure;scan,False,0
MM-1994,1,True,figure,False,0
MM-1995,1,True,figure,False,0
MM-1996,2,False,,False,0
MM-1997,1,False,,False,0
MM-1998,1,True,image;shown;the following,False,0
MM-1999,2,True,figure;photograph;radiograph;shown,False,0
